Timestamp,Node_ID,Voltage_V,Current_A,Load_kW,Temperature_C,Power_Factor,Energy_Output_kWh,Fault,Failure_Risk
2025-01-01 02:55:00,N018,221.07,4.38,0.98,31.58,0.94,0.081,0,0.026
2025-01-01 03:00:00,N042,235.21,18.84,4.42,39.7,0.94,0.367,0,0.032
2025-01-01 03:05:00,N006,228.32,16.34,3.72,38.69,0.92,0.309,0,0.063
2025-01-01 03:10:00,N041,234.51,13.31,3.08,35.71,0.92,0.255,0,0.021
2025-01-01 03:15:00,N012,236.43,11.67,2.8,35.95,0.97,0.232,0,0.049
2025-01-01 03:20:00,N008,229.34,17.89,4.08,35.22,0.91,0.338,0,0.036
2025-01-01 03:25:00,N026,230.33,9.56,2.23,35.22,0.95,0.186,0,0.036
2025-01-01 03:30:00,N049,229.59,7.96,1.89,36.54,0.94,0.157,0,0.059
2025-01-01 03:35:00,N005,225.67,14.02,3.17,37.34,0.98,0.263,0,0.026
2025-01-01 03:40:00,N044,231.99,8.63,2.1,33.15,1.0,0.175,0,0.025
2025-01-01 03:45:00,N033,237.66,10.51,2.37,34.16,0.91,0.197,0,0.039
2025-01-01 03:50:00,N047,227.2,7.1,1.69,33.95,0.97,0.14,0,0.052
2025-01-01 03:55:00,N007,229.24,11.94,2.77,37.16,1.0,0.23,0,0.044
2025-01-01 04:00:00,N015,227.3,14.9,3.42,35.09,0.97,0.284,0,0.056
2025-01-01 04:05:00,N015,227.77,19.76,4.48,36.89,0.88,0.372,0,0.046
2025-01-01 04:10:00,N019,223.0,12.12,2.74,33.73,0.89,0.227,0,0.016
2025-01-01 04:15:00,N045,234.94,11.05,2.53,36.84,0.94,0.21,0,0.056
2025-01-01 04:20:00,N022,230.63,18.45,4.3,38.63,0.95,0.357,0,0.026
2025-01-01 04:25:00,N012,230.18,20.36,4.68,38.47,0.98,0.388,0,0.046
2025-01-01 04:30:00,N006,225.82,15.03,3.4,37.3,1.0,0.282,0,0.048
2025-01-01 04:35:00,N025,233.48,4.87,1.13,33.12,0.93,0.093,0,0.052
2025-01-01 04:40:00,N009,239.86,20.45,4.93,40.05,0.93,0.409,0,0.064
2025-01-01 04:45:00,N023,230.03,10.54,2.36,34.23,0.98,0.196,0,0.024
2025-01-01 04:50:00,N038,221.25,17.61,3.82,38.32,1.0,0.317,0,0.023
2025-01-01 04:55:00,N019,235.08,16.02,3.84,38.23,1.0,0.319,0,0.038
2025-01-01 05:00:00,N050,223.96,5.56,1.18,34.33,0.97,0.098,0,0.026
2025-01-01 05:05:00,N045,226.77,10.55,2.34,34.15,0.89,0.194,0,0.041
2025-01-01 05:10:00,N023,232.18,16.57,3.86,38.11,0.93,0.321,0,0.06
2025-01-01 05:15:00,N041,234.13,11.94,2.9,35.9,0.96,0.241,0,0.03
2025-01-01 05:20:00,N033,220.45,7.54,1.67,33.56,0.91,0.139,0,0.04
2025-01-01 05:25:00,N008,224.1,21.75,4.76,40.98,0.95,0.395,0,0.048
2025-01-01 05:30:00,N027,234.9,8.03,1.95,34.66,0.94,0.162,0,0.054
2025-01-01 05:35:00,N044,228.79,7.69,1.63,34.44,0.93,0.135,0,0.058
2025-01-01 05:40:00,N042,221.41,3.64,0.93,32.16,0.91,0.077,0,0.039
2025-01-01 05:45:00,N042,229.6,18.21,4.19,40.48,0.94,0.348,0,0.043
2025-01-01 05:50:00,N017,224.64,2.65,0.64,30.17,0.97,0.053,0,0.004
2025-01-01 05:55:00,N034,237.22,18.01,4.19,40.06,0.97,0.347,0,0.049
2025-01-01 06:00:00,N032,223.31,15.7,3.5,36.73,0.93,0.291,0,0.038
2025-01-01 06:05:00,N005,225.93,14.97,3.33,37.42,0.94,0.276,0,0.028
2025-01-01 06:10:00,N012,229.66,9.47,2.14,31.98,0.87,0.178,0,0.011
2025-01-01 06:15:00,N050,233.17,14.1,3.33,37.11,0.94,0.276,0,0.025
2025-01-01 06:20:00,N038,224.7,5.88,1.19,31.71,0.92,0.099,0,0.033
2025-01-01 06:25:00,N042,230.7,9.56,2.25,33.57,0.9,0.187,0,0.059
2025-01-01 06:30:00,N009,232.23,17.54,4.22,36.62,0.9,0.351,0,0.043
2025-01-01 06:35:00,N029,228.82,7.16,1.62,35.39,0.96,0.134,0,0.023
2025-01-01 06:40:00,N042,225.27,11.87,2.74,34.78,0.92,0.228,0,0.055
2025-01-01 06:45:00,N015,224.56,14.16,3.29,33.86,0.93,0.273,0,0.052
2025-01-01 06:50:00,N020,231.21,4.25,0.85,30.53,0.96,0.07,0,0.036
2025-01-01 06:55:00,N016,234.54,7.7,1.79,34.04,0.91,0.149,0,0.022
2025-01-01 07:00:00,N009,233.98,13.53,3.3,36.16,0.92,0.274,0,0.054
2025-01-01 07:05:00,N048,234.73,20.11,4.8,38.58,0.96,0.398,0,0.038
2025-01-01 07:10:00,N027,237.38,11.58,2.8,36.95,0.92,0.232,0,0.018
2025-01-01 07:15:00,N007,225.89,20.23,4.71,38.63,0.96,0.391,0,0.033
2025-01-01 07:20:00,N032,231.65,13.0,3.04,37.48,0.93,0.252,0,0.036
2025-01-01 07:25:00,N043,233.21,7.76,1.84,31.36,0.98,0.153,0,0.025
2025-01-01 07:30:00,N039,238.17,3.36,0.82,31.56,0.97,0.068,0,0.033
2025-01-01 07:35:00,N026,220.6,21.33,4.65,38.63,0.97,0.386,0,0.047
2025-01-01 07:40:00,N038,230.03,7.55,1.74,34.65,0.96,0.144,0,0.034
2025-01-01 07:45:00,N050,222.43,10.76,2.36,34.12,0.96,0.196,0,0.023
2025-01-01 07:50:00,N034,241.11,8.5,2.16,34.74,0.92,0.179,0,0.054
2025-01-01 07:55:00,N046,230.05,10.45,2.32,33.4,0.95,0.193,0,0.012
2025-01-01 08:00:00,N020,232.02,7.64,1.75,34.78,0.98,0.145,0,0.044
2025-01-01 08:05:00,N021,234.33,6.53,1.6,32.29,0.9,0.133,0,0.026
2025-01-01 08:10:00,N038,220.32,3.66,0.92,31.94,0.96,0.076,0,0.028
2025-01-01 08:15:00,N047,231.05,13.42,3.09,36.59,0.97,0.257,0,0.066
2025-01-01 08:20:00,N002,234.68,10.77,2.57,34.63,1.0,0.213,0,0.061
2025-01-01 08:25:00,N036,228.35,10.24,2.32,34.96,0.93,0.193,0,0.042
2025-01-01 08:30:00,N013,230.32,19.41,4.42,36.81,0.91,0.367,0,0.033
2025-01-01 08:35:00,N007,230.06,13.33,2.88,36.72,0.96,0.239,0,0.018
2025-01-01 08:40:00,N030,238.71,18.13,4.31,40.94,0.92,0.358,0,0.058
2025-01-01 08:45:00,N008,217.35,11.34,2.44,32.06,0.97,0.202,0,0.022
2025-01-01 08:50:00,N017,219.97,4.09,0.82,30.0,0.94,0.068,0,0.026
2025-01-01 08:55:00,N004,230.95,17.05,3.83,37.99,0.98,0.318,0,0.055
2025-01-01 09:00:00,N020,230.22,3.88,0.92,35.18,0.99,0.076,0,0.048
2025-01-01 09:05:00,N013,225.66,20.8,4.69,39.1,0.97,0.389,0,0.052
2025-01-01 09:10:00,N001,235.79,8.37,1.96,33.83,0.94,0.163,0,0.044
2025-01-01 09:15:00,N033,225.9,14.63,3.28,38.76,0.92,0.272,0,0.069
2025-01-01 09:20:00,N016,233.12,7.13,1.63,32.07,0.93,0.135,0,0.047
2025-01-01 09:25:00,N041,227.68,20.84,4.69,40.22,0.99,0.39,0,0.044
2025-01-01 09:30:00,N031,234.38,18.44,4.36,38.42,0.98,0.362,0,0.039
2025-01-01 09:35:00,N018,227.07,21.28,4.89,38.23,0.94,0.406,0,0.036
2025-01-01 09:40:00,N005,237.61,2.78,0.59,30.52,0.98,0.049,0,0.013
2025-01-01 09:45:00,N027,230.18,14.95,3.36,36.67,0.9,0.279,0,0.029
2025-01-01 09:50:00,N039,234.21,12.62,3.07,37.16,0.96,0.255,0,0.047
2025-01-01 09:55:00,N022,235.13,2.72,0.66,33.21,0.93,0.055,0,0.041
2025-01-01 10:00:00,N013,223.15,9.06,2.0,33.58,0.96,0.166,0,0.054
2025-01-01 10:05:00,N028,225.89,18.72,4.28,39.46,0.9,0.356,0,0.027
2025-01-01 10:10:00,N040,224.24,6.65,1.55,31.71,0.89,0.129,0,0.036
2025-01-01 10:15:00,N039,224.09,21.17,4.63,38.35,0.99,0.384,0,0.044
2025-01-01 10:20:00,N025,222.52,10.97,2.43,34.77,0.94,0.202,0,0.036
2025-01-01 10:25:00,N032,227.95,15.12,3.46,35.54,0.88,0.287,0,0.057
2025-01-01 10:30:00,N008,226.41,7.14,1.6,31.56,0.93,0.133,0,0.015
2025-01-01 10:35:00,N029,222.04,6.51,1.45,35.36,0.93,0.12,0,0.032
2025-01-01 10:40:00,N019,225.2,16.27,3.65,39.24,1.0,0.303,0,0.046
2025-01-01 10:45:00,N041,224.93,9.55,2.23,34.71,0.95,0.185,0,0.021
2025-01-01 10:50:00,N031,235.14,4.74,1.12,32.04,1.0,0.093,0,0.054
2025-01-01 10:55:00,N003,235.43,18.61,4.36,41.12,0.94,0.362,0,0.073
2025-01-01 11:00:00,N028,221.7,15.36,3.5,37.42,0.98,0.291,0,0.057
2025-01-01 11:05:00,N014,232.76,4.86,1.12,30.28,0.95,0.093,0,0.01
2025-01-01 11:10:00,N001,231.42,20.79,4.84,38.82,0.96,0.401,0,0.037
2025-01-01 11:15:00,N016,224.96,9.85,2.16,35.97,0.89,0.179,0,0.046
2025-01-01 11:20:00,N005,228.57,11.75,2.56,32.78,1.0,0.212,0,0.049
2025-01-01 11:25:00,N046,221.71,21.8,4.8,39.94,0.93,0.398,0,0.052
2025-01-01 11:30:00,N001,225.92,11.18,2.43,33.41,0.96,0.202,0,0.042
2025-01-01 11:35:00,N041,229.12,4.65,1.15,30.6,0.92,0.096,0,0.033
2025-01-01 11:40:00,N044,229.72,7.39,1.59,33.16,0.89,0.132,0,0.019
2025-01-01 11:45:00,N040,230.22,16.94,4.0,36.01,0.92,0.332,0,0.048
2025-01-01 11:50:00,N011,224.01,7.52,1.87,33.18,0.91,0.155,0,0.03
2025-01-01 11:55:00,N016,227.64,21.62,4.83,41.63,0.97,0.401,0,0.069
2025-01-01 12:00:00,N024,228.21,3.15,0.77,29.25,0.99,0.064,0,0.03
2025-01-01 12:05:00,N019,228.68,14.95,3.43,35.41,0.99,0.284,0,0.056
2025-01-01 12:10:00,N030,223.83,9.27,2.04,33.59,0.93,0.169,0,0.014
2025-01-01 12:15:00,N034,226.73,22.25,4.96,38.99,1.0,0.412,0,0.056
2025-01-01 12:20:00,N032,236.29,10.22,2.36,32.98,0.95,0.196,0,0.042
2025-01-01 12:25:00,N014,234.73,8.47,2.02,35.4,0.93,0.168,0,0.042
2025-01-01 12:30:00,N013,232.62,10.0,2.27,34.36,0.96,0.189,0,0.048
2025-01-01 12:35:00,N024,215.11,13.92,2.96,36.08,0.95,0.246,0,0.02
2025-01-01 12:40:00,N003,231.56,17.92,4.12,42.55,0.97,0.342,0,0.061
2025-01-01 12:45:00,N033,225.85,19.97,4.39,38.5,0.95,0.364,0,0.043
2025-01-01 12:50:00,N044,225.78,17.16,3.78,38.53,0.95,0.314,0,0.028
2025-01-01 12:55:00,N005,227.93,5.91,1.39,33.83,0.99,0.116,0,0.022
2025-01-01 13:00:00,N024,234.55,10.08,2.3,33.46,0.94,0.191,0,0.033
2025-01-01 13:05:00,N046,233.06,7.24,1.57,37.13,0.95,0.131,0,0.043
2025-01-01 13:10:00,N018,233.95,15.72,3.68,39.79,0.99,0.306,0,0.041
2025-01-01 13:15:00,N050,224.61,5.83,1.25,32.04,0.94,0.104,0,0.02
2025-01-01 13:20:00,N036,229.97,21.09,4.84,37.82,0.9,0.402,0,0.029
2025-01-01 13:25:00,N017,229.97,18.4,4.31,40.13,0.97,0.358,0,0.055
2025-01-01 13:30:00,N039,234.07,2.42,0.67,29.35,0.93,0.055,0,0.022
2025-01-01 13:35:00,N027,228.47,18.24,4.13,35.02,0.98,0.343,0,0.064
2025-01-01 13:40:00,N031,227.9,15.27,3.39,37.4,0.91,0.281,0,0.044
2025-01-01 13:45:00,N024,230.27,10.86,2.46,36.32,0.99,0.204,0,0.027
2025-01-01 13:50:00,N026,236.71,16.04,3.74,36.74,0.95,0.31,0,0.041
2025-01-01 13:55:00,N001,229.29,16.3,3.65,36.07,0.9,0.303,0,0.06
2025-01-01 14:00:00,N019,221.57,17.45,3.77,39.51,0.93,0.313,0,0.029
2025-01-01 14:05:00,N012,228.15,6.32,1.4,31.99,0.98,0.116,0,0.021
2025-01-01 14:10:00,N001,224.04,15.07,3.28,37.25,0.96,0.272,0,0.067
2025-01-01 14:15:00,N050,240.15,12.35,2.98,35.76,0.94,0.247,0,0.019
2025-01-01 14:20:00,N005,223.41,5.02,1.12,33.83,0.96,0.093,0,0.042
2025-01-01 14:25:00,N004,222.6,9.76,2.2,36.04,0.96,0.183,0,0.064
2025-01-01 14:30:00,N023,226.14,16.08,3.6,38.42,0.88,0.299,0,0.041
2025-01-01 14:35:00,N030,233.6,8.0,1.82,31.97,0.93,0.151,0,0.046
2025-01-01 14:40:00,N012,230.59,11.7,2.65,37.32,0.93,0.22,0,0.055
2025-01-01 14:45:00,N011,234.03,20.2,4.66,39.92,1.0,0.386,0,0.07
2025-01-01 14:50:00,N038,229.49,10.44,2.4,36.9,0.94,0.199,0,0.062
2025-01-01 14:55:00,N030,233.53,10.47,2.5,35.59,1.0,0.207,0,0.016
2025-01-01 15:00:00,N033,225.51,17.73,3.95,35.73,0.96,0.328,0,0.044
2025-01-01 15:05:00,N007,227.37,9.7,2.17,34.18,0.93,0.18,0,0.03
2025-01-01 15:10:00,N005,232.88,7.85,1.8,31.37,1.0,0.149,0,0.052
2025-01-01 15:15:00,N023,230.13,10.06,2.33,35.43,0.96,0.194,0,0.039
2025-01-01 15:20:00,N022,227.01,21.21,4.9,39.96,1.0,0.406,0,0.026
2025-01-01 15:25:00,N048,237.03,12.64,2.93,36.71,0.98,0.243,0,0.019
2025-01-01 15:30:00,N037,234.04,14.12,3.24,37.15,0.92,0.269,0,0.058
2025-01-01 15:35:00,N009,229.88,7.52,1.73,32.47,0.94,0.144,0,0.042
2025-01-01 15:40:00,N040,221.23,16.96,3.84,36.14,0.97,0.319,0,0.032
2025-01-01 15:45:00,N015,232.26,17.47,4.02,38.68,0.95,0.333,0,0.058
2025-01-01 15:50:00,N006,224.59,17.74,3.91,36.5,0.99,0.324,0,0.054
2025-01-01 15:55:00,N038,240.06,18.83,4.53,39.23,0.93,0.376,0,0.049
2025-01-01 16:00:00,N050,225.69,19.1,4.35,38.37,0.97,0.361,0,0.058
2025-01-01 16:05:00,N034,220.56,17.71,3.84,37.3,0.89,0.318,0,0.019
2025-01-01 16:10:00,N018,230.71,14.23,3.33,38.37,0.93,0.277,0,0.022
2025-01-01 16:15:00,N041,236.76,21.34,4.97,38.33,0.95,0.413,0,0.031
2025-01-01 16:20:00,N022,230.47,8.54,1.97,30.32,0.95,0.163,0,0.005
2025-01-01 16:25:00,N010,222.98,16.15,3.7,37.13,0.99,0.307,0,0.056
2025-01-01 16:30:00,N014,237.15,11.47,2.58,39.47,0.93,0.214,0,0.046
2025-01-01 16:35:00,N043,224.28,5.25,1.23,33.22,0.96,0.102,0,0.048
2025-01-01 16:40:00,N014,230.63,11.3,2.54,34.36,0.97,0.211,0,0.013
2025-01-01 16:45:00,N023,229.65,16.22,3.78,38.78,0.97,0.314,0,0.035
2025-01-01 16:50:00,N018,231.23,6.17,1.45,35.31,1.0,0.12,0,0.028
2025-01-01 16:55:00,N025,232.85,10.15,2.49,34.79,0.98,0.206,0,0.042
2025-01-01 17:00:00,N043,222.84,3.56,0.79,30.65,0.98,0.066,0,0.044
2025-01-01 17:05:00,N048,227.16,9.02,2.12,33.33,0.9,0.176,0,0.051
2025-01-01 17:10:00,N029,224.64,16.85,3.73,38.93,0.94,0.31,0,0.052
2025-01-01 17:15:00,N048,227.33,14.14,3.2,34.86,0.93,0.266,0,0.049
2025-01-01 17:20:00,N027,225.21,19.85,4.39,38.82,0.97,0.364,0,0.038
2025-01-01 17:25:00,N012,223.93,2.27,0.53,28.45,0.97,0.044,0,0.0
2025-01-01 17:30:00,N039,231.92,17.42,4.06,36.95,0.99,0.337,0,0.06
2025-01-01 17:35:00,N022,221.68,6.35,1.53,29.9,0.89,0.127,0,0.03
2025-01-01 17:40:00,N010,223.88,10.03,2.15,35.31,0.94,0.178,0,0.017
2025-01-01 17:45:00,N007,229.38,17.8,4.19,38.53,0.98,0.348,0,0.027
2025-01-01 17:50:00,N021,223.3,5.35,1.16,32.99,0.98,0.096,0,0.008
2025-01-01 17:55:00,N004,232.51,19.72,4.59,39.7,0.94,0.381,0,0.05
2025-01-01 18:00:00,N046,233.3,11.06,2.68,34.31,0.93,0.223,0,0.03
2025-01-01 18:05:00,N028,227.07,13.5,3.04,37.04,1.0,0.253,1,0.529
2025-01-01 18:10:00,N041,226.91,11.16,2.63,33.72,1.0,0.219,0,0.02
2025-01-01 18:15:00,N043,226.21,3.65,0.81,31.44,0.93,0.067,0,0.049
2025-01-01 18:20:00,N006,237.45,21.24,4.97,37.23,0.92,0.413,0,0.044
2025-01-01 18:25:00,N019,235.47,10.8,2.47,39.77,0.93,0.205,0,0.062
2025-01-01 18:30:00,N032,228.29,12.63,2.9,37.49,0.97,0.241,0,0.056
2025-01-01 18:35:00,N036,239.44,15.37,3.73,39.22,0.99,0.309,0,0.046
2025-01-01 18:40:00,N043,234.88,17.23,4.18,39.13,0.92,0.347,0,0.044
2025-01-01 18:45:00,N050,234.69,6.99,1.63,34.55,0.97,0.135,0,0.043
2025-01-01 18:50:00,N040,225.21,2.17,0.56,29.33,0.93,0.046,1,0.513
2025-01-01 18:55:00,N006,222.92,18.16,4.0,37.33,0.96,0.332,0,0.037
2025-01-01 19:00:00,N007,233.25,19.13,4.45,37.31,0.98,0.369,0,0.041
2025-01-01 19:05:00,N012,235.45,4.32,1.0,28.73,0.96,0.083,0,0.009
2025-01-01 19:10:00,N001,225.43,14.25,3.25,37.53,0.92,0.269,0,0.063
2025-01-01 19:15:00,N039,227.97,5.76,1.44,30.13,0.95,0.12,0,0.028
2025-01-01 19:20:00,N047,227.71,3.21,0.69,31.72,0.96,0.058,0,0.04
2025-01-01 19:25:00,N031,235.79,13.95,3.3,34.44,0.97,0.274,0,0.043
2025-01-01 19:30:00,N028,224.13,18.53,4.04,36.16,0.92,0.335,0,0.02
2025-01-01 19:35:00,N045,237.88,17.96,4.34,37.52,1.0,0.361,0,0.068
2025-01-01 19:40:00,N017,233.33,3.21,0.76,32.0,0.93,0.063,0,0.006
2025-01-01 19:45:00,N013,226.43,21.67,4.89,38.77,0.96,0.406,0,0.069
2025-01-01 19:50:00,N050,227.61,8.46,2.01,34.74,0.92,0.166,0,0.015
2025-01-01 19:55:00,N001,230.52,12.6,2.87,37.5,0.97,0.238,0,0.039
2025-01-01 20:00:00,N012,228.97,13.49,2.96,36.34,0.92,0.245,0,0.049
2025-01-01 20:05:00,N006,228.56,13.39,2.99,33.9,0.95,0.248,0,0.037
2025-01-01 20:10:00,N007,229.49,15.43,3.6,37.25,0.97,0.299,0,0.063
2025-01-01 20:15:00,N039,226.47,17.68,4.04,38.62,0.95,0.335,0,0.04
2025-01-01 20:20:00,N007,234.34,15.08,3.45,36.09,0.99,0.286,0,0.054
2025-01-01 20:25:00,N009,229.54,7.89,1.86,34.58,0.93,0.155,0,0.028
2025-01-01 20:30:00,N016,232.98,4.03,0.93,32.31,0.96,0.077,0,0.033
2025-01-01 20:35:00,N004,229.93,4.24,1.05,32.03,0.96,0.087,0,0.01
2025-01-01 20:40:00,N021,221.94,15.84,3.56,35.45,0.91,0.295,0,0.05
2025-01-01 20:45:00,N035,227.17,9.27,1.95,36.09,0.9,0.162,0,0.042
2025-01-01 20:50:00,N042,231.37,18.56,4.35,38.71,1.0,0.361,0,0.053
2025-01-01 20:55:00,N007,229.65,15.12,3.44,38.3,0.99,0.286,0,0.042
2025-01-01 21:00:00,N035,228.91,12.91,2.93,36.81,0.87,0.243,0,0.024
2025-01-01 21:05:00,N039,230.76,21.27,4.9,38.05,0.94,0.407,0,0.026
2025-01-01 21:10:00,N011,242.39,10.37,2.56,36.47,0.92,0.212,0,0.016
2025-01-01 21:15:00,N011,225.92,21.58,4.95,38.99,0.97,0.411,0,0.024
2025-01-01 21:20:00,N034,227.74,2.84,0.69,32.55,0.94,0.058,0,0.026
2025-01-01 21:25:00,N014,230.67,17.26,4.03,37.29,0.93,0.334,0,0.056
2025-01-01 21:30:00,N024,228.14,19.37,4.5,38.44,0.97,0.373,0,0.04
2025-01-01 21:35:00,N037,224.24,8.44,1.85,31.15,0.95,0.153,0,0.044
2025-01-01 21:40:00,N038,239.21,17.29,4.18,38.82,1.0,0.347,0,0.027
2025-01-01 21:45:00,N011,235.51,11.23,2.61,33.72,0.89,0.217,0,0.027
2025-01-01 21:50:00,N035,230.0,19.75,4.59,36.69,0.97,0.381,0,0.026
2025-01-01 21:55:00,N023,237.01,1.92,0.51,29.56,0.95,0.043,0,0.026
2025-01-01 22:00:00,N008,238.2,15.45,3.7,37.79,1.0,0.307,0,0.058
2025-01-01 22:05:00,N024,222.58,18.54,4.16,39.36,0.94,0.345,0,0.069
2025-01-01 22:10:00,N019,224.23,17.71,3.97,38.59,0.97,0.329,0,0.067
2025-01-01 22:15:00,N047,227.18,3.16,0.77,30.8,0.94,0.064,1,0.529
2025-01-01 22:20:00,N026,237.1,17.47,4.23,37.98,0.94,0.351,0,0.049
2025-01-01 22:25:00,N002,227.45,5.9,1.32,35.41,0.96,0.11,0,0.034
2025-01-01 22:30:00,N002,232.73,13.91,3.36,37.31,0.97,0.279,0,0.042
2025-01-01 22:35:00,N010,225.63,3.09,0.81,29.18,0.91,0.067,0,0.005
2025-01-01 22:40:00,N033,231.87,15.44,3.58,38.5,0.91,0.297,0,0.055
2025-01-01 22:45:00,N008,228.44,12.8,2.95,35.61,0.97,0.245,0,0.064
2025-01-01 22:50:00,N014,231.72,8.78,2.05,32.22,0.97,0.17,0,0.041
2025-01-01 22:55:00,N004,233.94,9.32,2.32,34.88,0.99,0.192,0,0.048
2025-01-01 23:00:00,N047,226.69,2.2,0.59,29.82,0.97,0.049,0,0.011
2025-01-01 23:05:00,N033,228.39,5.55,1.2,30.7,0.96,0.099,0,0.018
2025-01-01 23:10:00,N009,226.75,14.31,3.25,36.48,0.99,0.27,0,0.034
2025-01-01 23:15:00,N050,225.64,7.93,1.8,34.06,0.94,0.149,0,0.044
2025-01-01 23:20:00,N049,230.29,20.78,4.87,41.09,0.93,0.404,0,0.038
2025-01-01 23:25:00,N018,227.41,8.92,1.96,36.38,0.93,0.162,0,0.056
2025-01-01 23:30:00,N024,223.0,14.25,3.21,37.21,0.97,0.267,0,0.034
2025-01-01 23:35:00,N022,229.14,10.8,2.45,34.34,0.96,0.204,0,0.06
2025-01-01 23:40:00,N018,232.33,3.81,0.91,30.33,0.94,0.075,0,0.007
2025-01-01 23:45:00,N043,227.42,21.08,4.65,40.29,0.93,0.386,0,0.07
2025-01-01 23:50:00,N017,228.57,15.02,3.34,37.02,0.96,0.277,0,0.04
2025-01-01 23:55:00,N045,236.93,16.49,3.88,40.1,0.94,0.322,0,0.073
2025-01-02 00:00:00,N017,227.5,16.65,3.73,37.54,0.96,0.309,0,0.025
2025-01-02 00:05:00,N033,227.6,3.96,0.96,31.29,0.96,0.08,0,0.021
2025-01-02 00:10:00,N005,232.01,18.05,4.18,36.9,0.99,0.347,0,0.053
2025-01-02 00:15:00,N050,220.26,12.25,2.71,37.66,0.95,0.225,0,0.06
2025-01-02 00:20:00,N023,229.74,6.98,1.63,35.01,0.9,0.136,0,0.057
2025-01-02 00:25:00,N028,227.38,20.84,4.62,39.57,0.94,0.383,0,0.041
2025-01-02 00:30:00,N004,228.48,7.48,1.71,33.68,0.91,0.142,0,0.025
2025-01-02 00:35:00,N040,225.29,3.02,0.75,31.22,0.96,0.062,0,0.013
2025-01-02 00:40:00,N002,230.73,15.62,3.75,37.6,0.92,0.311,0,0.039
2025-01-02 00:45:00,N040,230.66,7.43,1.79,34.09,0.94,0.149,0,0.019
2025-01-02 00:50:00,N005,231.6,13.26,2.94,34.99,0.89,0.244,0,0.014
2025-01-02 00:55:00,N033,233.13,13.16,3.14,37.2,0.97,0.26,0,0.045
2025-01-02 01:00:00,N010,235.66,15.12,3.52,37.51,0.94,0.292,0,0.055
